index,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
875,13506.0,312,29,452.82,1,2,2,122,At Risk,2
876,13507.0,3,162,2479.16,5,5,5,555,Loyal Customers,0
877,13508.0,244,12,110.97,1,1,1,111,At Risk,2
878,13509.0,9,44,979.72,5,3,4,534,Loyal Customers,0
879,13510.0,1,117,1785.16,5,4,4,544,Loyal Customers,0
880,13512.0,261,15,251.21,1,2,2,122,At Risk,2
881,13513.0,127,10,205.1,2,1,1,211,New Customers,3
882,13514.0,74,4,152.20000000000002,2,1,1,211,Loyal Customers,0
883,13515.0,73,59,891.12,2,4,3,243,Loyal Customers,0
884,13516.0,21,44,1389.41,4,3,4,434,Loyal Customers,0
885,13517.0,60,143,2109.07,3,5,5,355,Loyal Customers,0
886,13518.0,86,36,627.16,2,3,3,233,Loyal Customers,0
887,13519.0,50,9,110.80000000000001,3,1,1,311,Loyal Customers,0
888,13520.0,59,95,3487.75,3,4,5,345,Loyal Customers,0
889,13521.0,1,418,1071.73,5,5,4,554,Loyal Customers,0
890,13522.0,30,5,125.80000000000001,4,1,1,411,Loyal Customers,0
891,13523.0,33,177,3755.38,3,5,5,355,Loyal Customers,0
892,13524.0,41,27,680.1800000000001,3,2,3,323,Loyal Customers,0
893,13525.0,15,6,628.78,4,1,3,413,Loyal Customers,0
894,13527.0,34,218,2218.61,3,5,5,355,Loyal Customers,0
895,13529.0,79,15,307.76,2,2,2,222,Loyal Customers,0
896,13531.0,205,22,483.8,1,2,3,123,New Customers,3
897,13532.0,34,66,210.31,3,4,1,341,Loyal Customers,0
898,13533.0,183,75,269.09,1,4,2,142,New Customers,3
899,13534.0,2,342,5613.08,5,5,5,555,Loyal Customers,0
900,13536.0,1,178,3444.39,5,5,5,555,Loyal Customers,0
901,13538.0,43,25,1280.85,3,2,4,324,Loyal Customers,0
902,13539.0,86,38,605.84,2,3,3,233,Loyal Customers,0
903,13544.0,40,78,276.06,3,4,2,342,Loyal Customers,0
904,13546.0,12,97,621.09,4,4,3,443,Loyal Customers,0
905,13548.0,96,123,678.16,2,5,3,253,New Customers,3
906,13549.0,26,52,916.12,4,3,4,434,Loyal Customers,0
907,13551.0,319,4,91.80000000000001,1,1,1,111,At Risk,2
908,13552.0,66,121,3539.53,3,4,5,345,Loyal Customers,0
909,13555.0,74,135,4098.88,2,5,5,255,Loyal Customers,0
910,13557.0,28,34,584.06,4,3,3,433,Loyal Customers,0
911,13558.0,6,169,594.52,5,5,3,553,Loyal Customers,0
912,13560.0,7,32,171.42000000000002,5,3,1,531,Loyal Customers,0
913,13561.0,216,14,141.85999999999999,1,1,1,111,New Customers,3
914,13562.0,82,82,1799.33,2,4,4,244,Loyal Customers,0
915,13563.0,84,49,777.53,2,3,3,233,Loyal Customers,0
916,13564.0,144,83,623.3900000000001,2,4,3,243,New Customers,3
917,13565.0,19,38,240.22,4,3,2,432,Loyal Customers,0
918,13566.0,41,169,856.84,3,5,3,353,Loyal Customers,0
919,13568.0,173,43,187.05,2,3,1,231,New Customers,3
920,13569.0,17,79,338.62,4,4,2,442,Loyal Customers,0
921,13570.0,243,27,239.49,1,2,2,122,At Risk,2
922,13571.0,13,340,2088.94,4,5,5,455,Loyal Customers,0
923,13572.0,206,33,1384.25,1,3,4,134,New Customers,3
924,13573.0,50,25,290.25,3,2,2,322,Loyal Customers,0
925,13575.0,23,46,732.0699999999999,4,3,3,433,Loyal Customers,0
926,13576.0,10,130,6703.3,5,5,5,555,Loyal Customers,0
927,13577.0,25,85,1658.3,4,4,4,444,Loyal Customers,0
928,13579.0,15,23,467.04,4,2,3,423,Loyal Customers,0
929,13581.0,309,10,118.0,1,1,1,111,At Risk,2
930,13583.0,156,53,781.03,2,3,3,233,New Customers,3
931,13584.0,307,24,142.4,1,2,1,121,At Risk,2
932,13587.0,32,11,347.0,4,1,2,412,Loyal Customers,0
933,13588.0,16,180,2445.12,4,5,5,455,Loyal Customers,0
934,13589.0,15,21,379.65,4,2,2,422,Loyal Customers,0
935,13590.0,11,89,1976.12,5,4,4,544,Loyal Customers,0
936,13591.0,65,58,1117.13,3,3,4,334,Loyal Customers,0
937,13592.0,36,16,247.95999999999998,3,2,2,322,Loyal Customers,0
938,13593.0,108,128,1965.0800000000002,2,5,4,254,New Customers,3
939,13594.0,53,26,396.97,3,2,2,322,Loyal Customers,0
940,13596.0,6,146,664.11,5,5,3,553,Loyal Customers,0
941,13598.0,47,36,147.29,3,3,1,331,Loyal Customers,0
942,13599.0,1,263,5026.85,5,5,5,555,Loyal Customers,0
943,13600.0,312,19,219.52,1,2,1,121,At Risk,2
944,13601.0,45,99,693.32,3,4,3,343,Loyal Customers,0
945,13602.0,65,23,428.89,3,2,2,322,Loyal Customers,0
946,13603.0,26,27,164.34,4,2,1,421,Loyal Customers,0
947,13606.0,29,40,276.75,4,3,2,432,Loyal Customers,0
948,13607.0,40,97,675.51,3,4,3,343,Loyal Customers,0
949,13610.0,12,217,1065.88,4,5,4,454,Loyal Customers,0
950,13611.0,89,74,1140.8,2,4,4,244,Loyal Customers,0
951,13614.0,24,195,1585.46,4,5,4,454,Loyal Customers,0
952,13615.0,313,24,399.99,1,2,2,122,At Risk,2
953,13617.0,40,44,544.18,3,3,3,333,Loyal Customers,0
954,13618.0,174,13,177.34,2,1,1,211,New Customers,3
955,13621.0,117,19,213.85,2,2,1,221,New Customers,3
956,13623.0,31,83,652.4,4,4,3,443,Loyal Customers,0
957,13626.0,253,19,257.23,1,2,2,122,At Risk,2
958,13627.0,59,94,1624.02,3,4,4,344,Loyal Customers,0
959,13629.0,23,59,7792.36,4,4,5,445,Loyal Customers,0
960,13630.0,5,80,1995.68,5,4,5,545,Loyal Customers,0
961,13631.0,100,12,3021.77,2,1,5,215,New Customers,3
962,13632.0,25,146,2114.68,4,5,5,455,Loyal Customers,0
963,13634.0,33,186,1547.3600000000001,3,5,4,354,Loyal Customers,0
964,13635.0,68,62,1071.03,3,4,4,344,Loyal Customers,0
965,13636.0,37,64,941.62,3,4,4,344,Loyal Customers,0
966,13637.0,52,99,804.3,3,4,3,343,Loyal Customers,0
967,13638.0,16,8,122.64,4,1,1,411,Loyal Customers,0
968,13639.0,74,40,1033.34,2,3,4,234,Loyal Customers,0
969,13642.0,216,57,312.28,1,3,2,132,New Customers,3
970,13643.0,31,28,519.44,4,2,3,423,Loyal Customers,0
971,13644.0,9,148,2597.52,5,5,5,555,Loyal Customers,0
972,13645.0,120,5,252.1,2,1,2,212,New Customers,3
973,13647.0,10,79,1640.22,5,4,4,544,Loyal Customers,0
974,13649.0,257,23,346.6,1,2,2,122,At Risk,2
975,13650.0,17,98,1809.34,4,4,4,444,Loyal Customers,0
976,13651.0,35,6,94.2,3,1,1,311,Loyal Customers,0
977,13652.0,46,63,1095.08,3,4,4,344,Loyal Customers,0
978,13654.0,43,166,2707.33,3,5,5,355,Loyal Customers,0
979,13655.0,114,56,932.97,2,3,4,234,New Customers,3
980,13656.0,165,49,379.65,2,3,2,232,New Customers,3
981,13657.0,11,16,382.14,5,2,2,522,Loyal Customers,0
982,13658.0,10,112,2421.47,5,4,5,545,Loyal Customers,0
983,13659.0,197,107,1540.65,1,4,4,144,New Customers,3
984,13662.0,86,57,862.58,2,3,3,233,Loyal Customers,0
985,13663.0,179,13,189.47,1,1,1,111,New Customers,3
986,13666.0,60,12,84.65,3,1,1,311,Loyal Customers,0
987,13667.0,149,83,299.05,2,4,2,242,New Customers,3
988,13668.0,3,494,6162.31,5,5,5,555,Loyal Customers,0
989,13669.0,51,9,218.55,3,1,1,311,Loyal Customers,0
990,13670.0,75,25,349.7,2,2,2,222,Loyal Customers,0
991,13672.0,301,16,-71.46,1,2,1,121,At Risk,2
992,13673.0,19,60,387.44,4,4,2,442,Loyal Customers,0
993,13675.0,151,25,486.82000000000005,2,2,3,223,New Customers,3
994,13678.0,152,16,232.6,2,2,2,222,New Customers,3
995,13680.0,1,215,2199.01,5,5,5,555,Loyal Customers,0
996,13681.0,18,57,827.83,4,3,3,433,Loyal Customers,0
997,13682.0,187,3,59.5,1,1,1,111,New Customers,3
998,13684.0,286,30,62.13,1,3,1,131,At Risk,2
999,13685.0,3,39,3119.44,5,3,5,535,Loyal Customers,0
1000,13686.0,183,8,72.0,1,1,1,111,New Customers,3
1001,13689.0,63,6,910.0,3,1,4,314,Loyal Customers,0
1002,13690.0,59,9,172.25,3,1,1,311,Loyal Customers,0
1003,13692.0,25,55,1466.8700000000001,4,3,4,434,Loyal Customers,0
1004,13693.0,325,4,-32.0,1,1,1,111,At Risk,2
1005,13694.0,4,584,62690.54,5,5,5,555,Loyal Customers,0
1006,13695.0,31,90,2504.13,4,4,5,445,Loyal Customers,0
1007,13697.0,39,12,151.29999999999998,3,1,1,311,Loyal Customers,0
1008,13699.0,155,14,308.58000000000004,2,1,2,212,New Customers,3
1009,13700.0,26,194,2248.63,4,5,5,455,Loyal Customers,0
1010,13703.0,318,1,99.5,1,1,1,111,At Risk,2
1011,13704.0,5,135,2295.31,5,5,5,555,Loyal Customers,0
1012,13705.0,8,28,711.86,5,2,3,523,Loyal Customers,0
1013,13706.0,303,20,330.79,1,2,2,122,At Risk,2
1014,13707.0,267,48,806.41,1,3,3,133,At Risk,2
1015,13708.0,271,49,285.33,1,3,2,132,At Risk,2
1016,13709.0,4,345,6228.71,5,5,5,555,Loyal Customers,0
1017,13710.0,32,8,180.48,4,1,1,411,Loyal Customers,0
1018,13711.0,219,13,252.06,1,1,2,112,New Customers,3
1019,13712.0,247,10,228.84,1,1,1,111,At Risk,2
1020,13715.0,281,107,1051.99,1,4,4,144,At Risk,2
1021,13716.0,269,21,138.28,1,2,1,121,At Risk,2
1022,13717.0,32,103,1432.26,4,4,4,444,Loyal Customers,0
1023,13718.0,246,12,306.55,1,1,2,112,At Risk,2
1024,13719.0,15,60,1041.68,4,4,4,444,Loyal Customers,0
1025,13720.0,117,43,799.9,2,3,3,233,New Customers,3
1026,13721.0,36,28,524.14,3,2,3,323,Loyal Customers,0
1027,13722.0,120,86,2369.16,2,4,5,245,New Customers,3
1028,13723.0,217,6,199.85000000000002,1,1,1,111,New Customers,3
1029,13725.0,50,118,1809.81,3,4,4,344,Loyal Customers,0
1030,13726.0,39,42,1079.6599999999999,3,3,4,334,Loyal Customers,0
1031,13727.0,29,20,333.48,4,2,2,422,Loyal Customers,0
1032,13728.0,37,63,1016.14,3,4,4,344,Loyal Customers,0
1033,13730.0,136,43,752.6,2,3,3,233,New Customers,3
1034,13731.0,219,38,610.59,1,3,3,133,New Customers,3
1035,13732.0,28,33,491.86,4,3,3,433,Loyal Customers,0
1036,13735.0,25,207,2764.48,4,5,5,455,Loyal Customers,0
1037,13736.0,5,193,721.9,5,5,3,553,Loyal Customers,0
1038,13737.0,200,30,339.59999999999997,1,3,2,132,New Customers,3
1039,13739.0,18,3,216.9,4,1,1,411,Loyal Customers,0
1040,13740.0,241,23,350.75,1,2,2,122,At Risk,2
1041,13741.0,72,35,666.33,2,3,3,233,Loyal Customers,0
1042,13742.0,17,315,3079.27,4,5,5,455,Loyal Customers,0
1043,13743.0,3,42,1340.1499999999999,5,3,4,534,Loyal Customers,0
1044,13744.0,95,63,1080.52,2,4,4,244,New Customers,3
1045,13745.0,151,26,291.54,2,2,2,222,New Customers,3
1046,13747.0,374,1,79.6,1,1,1,111,At Risk,2
1047,13748.0,96,28,948.25,2,2,4,224,New Customers,3
1048,13750.0,54,24,1647.26,3,2,4,324,Loyal Customers,0
1049,13751.0,288,9,296.25,1,1,2,112,At Risk,2
1050,13752.0,124,75,1175.38,2,4,4,244,New Customers,3
1051,13753.0,288,35,741.26,1,3,3,133,At Risk,2
1052,13754.0,152,12,282.59999999999997,2,1,2,212,New Customers,3
1053,13755.0,4,322,2101.39,5,5,5,555,Loyal Customers,0
1054,13756.0,2,143,5145.12,5,5,5,555,Loyal Customers,0
1055,13758.0,12,117,3190.55,4,4,5,445,Loyal Customers,0
1056,13759.0,33,25,659.4100000000001,3,2,3,323,Loyal Customers,0
1057,13760.0,54,57,286.79,3,3,2,332,Loyal Customers,0
1058,13761.0,50,70,1070.65,3,4,4,344,Loyal Customers,0
1059,13762.0,204,14,3.552713678800501e-15,1,1,1,111,New Customers,3
1060,13763.0,63,17,1689.46,3,2,4,324,Loyal Customers,0
1061,13764.0,71,207,1519.42,3,5,4,354,Loyal Customers,0
1062,13767.0,2,399,16945.71,5,5,5,555,Loyal Customers,0
1063,13769.0,2,143,2771.87,5,5,5,555,Loyal Customers,0
1064,13771.0,64,120,2631.7,3,4,5,345,Loyal Customers,0
1065,13772.0,34,173,1122.63,3,5,4,354,Loyal Customers,0
1066,13774.0,82,22,345.0,2,2,2,222,Loyal Customers,0
1067,13777.0,1,219,25748.350000000002,5,5,5,555,Loyal Customers,0
1068,13778.0,103,9,178.7,2,1,1,211,New Customers,3
1069,13780.0,7,57,360.01,5,3,2,532,Loyal Customers,0
1070,13781.0,251,17,127.84,1,2,1,121,At Risk,2
1071,13782.0,13,113,908.86,4,4,4,444,Loyal Customers,0
1072,13784.0,10,31,2462.79,5,3,5,535,Loyal Customers,0
1073,13786.0,367,7,230.39999999999998,1,1,1,111,At Risk,2
1074,13787.0,76,31,309.04,2,3,2,232,Loyal Customers,0
1075,13790.0,4,45,348.8,5,3,2,532,Loyal Customers,0
1076,13791.0,43,17,1047.68,3,2,4,324,Loyal Customers,0
1077,13792.0,66,13,195.55,3,1,1,311,Loyal Customers,0
1078,13798.0,1,438,36352.87,5,5,5,555,Loyal Customers,0
1079,13799.0,117,39,688.86,2,3,3,233,New Customers,3
1080,13800.0,310,33,558.32,1,3,3,133,At Risk,2
1081,13801.0,67,23,324.8,3,2,2,322,Loyal Customers,0
1082,13802.0,138,66,3906.27,2,4,5,245,New Customers,3
1083,13803.0,255,17,277.07,1,2,2,122,At Risk,2
1084,13804.0,31,135,2588.39,4,5,5,455,Loyal Customers,0
1085,13805.0,52,13,924.6,3,1,4,314,Loyal Customers,0
1086,13806.0,64,10,256.38,3,1,2,312,Loyal Customers,0
1087,13807.0,367,7,112.6,1,1,1,111,At Risk,2
1088,13808.0,6,76,1747.66,5,4,4,544,Loyal Customers,0
1089,13809.0,305,12,155.05,1,1,1,111,At Risk,2
1090,13810.0,29,36,899.51,4,3,3,433,Loyal Customers,0
1091,13811.0,184,14,591.75,1,1,3,113,New Customers,3
1092,13812.0,42,36,539.0,3,3,3,333,Loyal Customers,0
1093,13813.0,40,71,1353.41,3,4,4,344,Loyal Customers,0
1094,13814.0,56,58,1562.12,3,3,4,334,Loyal Customers,0
1095,13815.0,22,177,4014.91,4,5,5,455,Loyal Customers,0
1096,13816.0,24,33,555.04,4,3,3,433,Loyal Customers,0
1097,13817.0,29,24,382.98,4,2,2,422,Loyal Customers,0
1098,13819.0,302,36,1140.35,1,3,4,134,At Risk,2
1099,13821.0,145,59,385.64,2,4,2,242,New Customers,3
1100,13822.0,6,96,632.0,5,4,3,543,Loyal Customers,0
1101,13823.0,19,40,957.66,4,3,4,434,Loyal Customers,0
1102,13824.0,33,46,1698.94,3,3,4,334,Loyal Customers,0
1103,13826.0,158,12,174.65,2,1,1,211,New Customers,3
1104,13827.0,58,92,409.8,3,4,2,342,Loyal Customers,0
1105,13828.0,22,15,209.49,4,2,1,421,Loyal Customers,0
1106,13829.0,359,1,-102.0,1,1,1,111,At Risk,2
1107,13831.0,16,72,2198.45,4,4,5,445,Loyal Customers,0
1108,13832.0,18,4,40.949999999999996,4,1,1,411,Loyal Customers,0
1109,13833.0,159,28,383.85,2,2,2,222,New Customers,3
1110,13835.0,25,55,834.57,4,3,3,433,Loyal Customers,0
1111,13837.0,212,18,266.59000000000003,1,2,2,122,New Customers,3
1112,13838.0,6,165,674.82,5,5,3,553,Loyal Customers,0
1113,13841.0,253,1,85.0,1,1,1,111,At Risk,2
1114,13842.0,59,206,3385.62,3,5,5,355,Loyal Customers,0
1115,13844.0,11,20,361.62,5,2,2,522,Loyal Customers,0
1116,13845.0,65,9,312.98,3,1,2,312,Loyal Customers,0
1117,13846.0,25,58,847.61,4,3,3,433,Loyal Customers,0
1118,13848.0,92,5,1255.0,2,1,4,214,New Customers,3
1119,13849.0,52,101,1537.95,3,4,4,344,Loyal Customers,0
1120,13850.0,88,94,1586.81,2,4,4,244,Loyal Customers,0
1121,13851.0,96,81,2651.46,2,4,5,245,New Customers,3
1122,13853.0,9,24,1056.94,5,2,4,524,Loyal Customers,0
1123,13854.0,9,114,8025.0199999999995,5,4,5,545,Loyal Customers,0
1124,13856.0,169,17,363.4,2,2,2,222,New Customers,3
1125,13858.0,57,11,216.17,3,1,1,311,Loyal Customers,0
1126,13859.0,326,28,201.16,1,2,1,121,At Risk,2
1127,13860.0,1,77,1240.0,5,4,4,544,Loyal Customers,0
1128,13862.0,18,142,2187.31,4,5,5,455,Loyal Customers,0
1129,13863.0,245,22,299.56,1,2,2,122,At Risk,2
1130,13865.0,58,30,501.56,3,3,3,333,Loyal Customers,0
1131,13866.0,74,7,145.67000000000002,2,1,1,211,Loyal Customers,0
1132,13867.0,31,60,1005.09,4,4,4,444,Loyal Customers,0
1133,13868.0,7,33,3192.54,5,3,5,535,Loyal Customers,0
1134,13869.0,123,304,3083.65,2,5,5,255,New Customers,3
1135,13870.0,2,118,2751.25,5,4,5,545,Loyal Customers,0
1136,13871.0,23,338,6389.8,4,5,5,455,Loyal Customers,0
1137,13873.0,120,24,381.7,2,2,2,222,New Customers,3
1138,13874.0,358,18,540.45,1,2,3,123,At Risk,2
1139,13875.0,54,104,1786.79,3,4,4,344,Loyal Customers,0
1140,13876.0,64,7,122.7,3,1,1,311,Loyal Customers,0
1141,13877.0,86,3,117.24,2,1,1,211,Loyal Customers,0
1142,13878.0,55,35,1271.57,3,3,4,334,Loyal Customers,0
1143,13880.0,21,165,3219.77,4,5,5,455,Loyal Customers,0
1144,13881.0,4,180,16989.52,5,5,5,555,Loyal Customers,0
1145,13882.0,3,66,1131.28,5,4,4,544,Loyal Customers,0
1146,13883.0,1,155,2538.75,5,5,5,555,Loyal Customers,0
1147,13884.0,7,60,781.3000000000001,5,4,3,543,Loyal Customers,0
1148,13885.0,189,28,506.8,1,2,3,123,New Customers,3
1149,13886.0,71,16,243.56,3,2,2,322,Loyal Customers,0
1150,13887.0,204,19,349.55,1,2,2,122,New Customers,3
1151,13888.0,120,39,595.67,2,3,3,233,New Customers,3
1152,13889.0,93,15,416.90000000000003,2,2,2,222,New Customers,3
1153,13890.0,1,114,1860.8600000000001,5,4,4,544,Loyal Customers,0
1154,13892.0,27,27,632.97,4,2,3,423,Loyal Customers,0
1155,13893.0,298,21,821.1,1,2,3,123,At Risk,2
1156,13894.0,22,30,535.97,4,3,3,433,Loyal Customers,0
1157,13895.0,21,119,2588.12,4,4,5,445,Loyal Customers,0
1158,13897.0,50,17,311.16,3,2,2,322,Loyal Customers,0
1159,13898.0,326,12,155.93,1,1,1,111,At Risk,2
1160,13899.0,16,19,388.52,4,2,2,422,Loyal Customers,0
1161,13900.0,183,43,740.95,1,3,3,133,New Customers,3
1162,13901.0,72,149,2867.2,2,5,5,255,Loyal Customers,0
1163,13904.0,37,26,332.64,3,2,2,322,Loyal Customers,0
1164,13908.0,80,126,2347.05,2,5,5,255,Loyal Customers,0
1165,13911.0,57,148,2580.91,3,5,5,355,Loyal Customers,0
1166,13914.0,4,34,613.95,5,3,3,533,Loyal Customers,0
1167,13917.0,50,18,272.04,3,2,2,322,Loyal Customers,0
1168,13918.0,50,30,1212.8400000000001,3,3,4,334,Loyal Customers,0
1169,13919.0,53,33,350.15999999999997,3,3,2,332,Loyal Customers,0
1170,13922.0,352,7,172.25,1,1,1,111,At Risk,2
1171,13923.0,54,20,351.13,3,2,2,322,Loyal Customers,0
1172,13924.0,2,137,1682.08,5,5,4,554,Loyal Customers,0
1173,13925.0,36,45,616.65,3,3,3,333,Loyal Customers,0
1174,13926.0,23,11,223.85000000000002,4,1,1,411,Loyal Customers,0
1175,13927.0,75,21,348.99,2,2,2,222,Loyal Customers,0
1176,13928.0,11,27,464.57,5,2,3,523,Loyal Customers,0
1177,13929.0,169,10,802.85,2,1,3,213,New Customers,3
1178,13930.0,58,17,337.34,3,2,2,322,Loyal Customers,0
1179,13931.0,86,59,1230.93,2,4,4,244,Loyal Customers,0
1180,13932.0,295,16,307.4,1,2,2,122,At Risk,2
1181,13933.0,109,23,608.7900000000001,2,2,3,223,New Customers,3
1182,13934.0,264,31,922.1,1,3,4,134,At Risk,2
1183,13936.0,171,27,361.28,2,2,2,222,New Customers,3
1184,13937.0,169,9,158.85,2,1,1,211,New Customers,3
1185,13938.0,35,7,71.66,3,1,1,311,Loyal Customers,0
1186,13939.0,23,46,556.75,4,3,3,433,Loyal Customers,0
1187,13940.0,17,49,839.14,4,3,3,433,Loyal Customers,0
1188,13941.0,22,47,4912.41,4,3,5,435,Loyal Customers,0
1189,13946.0,79,11,561.5699999999999,2,1,3,213,Loyal Customers,0
1190,13947.0,65,5,90.6,3,1,1,311,Loyal Customers,0
1191,13948.0,361,3,102.0,1,1,1,111,At Risk,2
1192,13949.0,3,160,2427.32,5,5,5,555,Loyal Customers,0
1193,13950.0,11,36,728.56,5,3,3,533,Loyal Customers,0
1194,13951.0,176,39,674.45,2,3,3,233,New Customers,3
1195,13952.0,211,138,3246.091,1,5,5,155,New Customers,3
1196,13953.0,7,20,3515.68,5,2,5,525,Loyal Customers,0
1197,13954.0,2,30,378.59,5,3,2,532,Loyal Customers,0
1198,13955.0,154,33,322.96,2,3,2,232,New Customers,3
1199,13956.0,5,147,1019.27,5,5,4,554,Loyal Customers,0
1200,13958.0,372,5,-102.45,1,1,1,111,At Risk,2
1201,13959.0,79,90,594.04,2,4,3,243,Loyal Customers,0
1202,13960.0,21,12,230.22,4,1,1,411,Loyal Customers,0
1203,13962.0,22,11,169.55,4,1,1,411,Loyal Customers,0
1204,13963.0,308,35,664.54,1,3,3,133,At Risk,2
1205,13967.0,146,2,80.7,2,1,1,211,New Customers,3
1206,13969.0,7,626,8956.92,5,5,5,555,Loyal Customers,0
1207,13971.0,9,158,2702.2200000000003,5,5,5,555,Loyal Customers,0
1208,13972.0,71,15,190.25,3,2,1,321,Loyal Customers,0
1209,13973.0,287,11,264.7,1,1,2,112,At Risk,2
1210,13974.0,49,28,413.59000000000003,3,2,2,322,Loyal Customers,0
1211,13975.0,31,331,2438.19,4,5,5,455,Loyal Customers,0
1212,13976.0,207,10,357.98,1,1,2,112,New Customers,3
1213,13978.0,15,15,196.79000000000002,4,2,1,421,Loyal Customers,0
1214,13979.0,73,54,869.87,2,3,3,233,Loyal Customers,0
1215,13980.0,60,11,200.14,3,1,1,311,Loyal Customers,0
1216,13982.0,39,115,1861.11,3,4,4,344,Loyal Customers,0
1217,13983.0,30,112,2590.46,4,4,5,445,Loyal Customers,0
1218,13984.0,27,17,488.03,4,2,3,423,Loyal Customers,0
1219,13985.0,4,353,7024.53,5,5,5,555,Loyal Customers,0
1220,13986.0,17,13,320.46,4,1,2,412,Loyal Customers,0
1221,13988.0,20,239,4098.8,4,5,5,455,Loyal Customers,0
1222,13989.0,66,41,1266.08,3,3,4,334,Loyal Customers,0
1223,13990.0,213,16,311.3,1,2,2,122,New Customers,3
1224,13991.0,12,84,847.54,4,4,3,443,Loyal Customers,0
1225,13992.0,30,5,76.8,4,1,1,411,Loyal Customers,0
1226,13993.0,32,125,3409.66,4,5,5,455,Loyal Customers,0
1227,13994.0,4,148,2274.14,5,5,5,555,Loyal Customers,0
1228,13995.0,15,87,1383.49,4,4,4,444,Loyal Customers,0
1229,13999.0,10,212,3865.26,5,5,5,555,Loyal Customers,0
1230,14000.0,206,16,633.71,1,2,3,123,New Customers,3
1231,14001.0,46,40,2030.3300000000002,3,3,5,335,Loyal Customers,0
1232,14002.0,134,47,529.73,2,3,3,233,New Customers,3
1233,14004.0,43,171,4582.64,3,5,5,355,Loyal Customers,0
1234,14005.0,10,84,2874.72,5,4,5,545,Loyal Customers,0
1235,14006.0,116,30,962.19,2,3,4,234,New Customers,3
1236,14009.0,198,44,685.9300000000001,1,3,3,133,New Customers,3
1237,14012.0,278,11,328.8,1,1,2,112,At Risk,2
1238,14013.0,110,34,473.02,2,3,3,233,New Customers,3
1239,14014.0,77,39,505.18,2,3,3,233,Loyal Customers,0
1240,14015.0,53,20,917.34,3,2,4,324,Loyal Customers,0
1241,14016.0,154,162,4328.46,2,5,5,255,New Customers,3
1242,14019.0,47,68,1398.96,3,4,4,344,Loyal Customers,0
1243,14020.0,17,39,642.8,4,3,3,433,Loyal Customers,0
1244,14021.0,155,22,631.9,2,2,3,223,New Customers,3
1245,14022.0,225,28,440.0,1,2,2,122,At Risk,2
1246,14023.0,7,31,584.07,5,3,3,533,Loyal Customers,0
1247,14024.0,122,16,327.7,2,2,2,222,New Customers,3
1248,14027.0,61,6,104.82,3,1,1,311,Loyal Customers,0
1249,14029.0,63,15,467.66,3,2,3,323,Loyal Customers,0
1250,14030.0,18,242,2358.84,4,5,5,455,Loyal Customers,0
1251,14031.0,7,258,14634.640000000001,5,5,5,555,Loyal Customers,0
1252,14032.0,2,152,2929.84,5,5,5,555,Loyal Customers,0
1253,14034.0,22,89,509.09,4,4,3,443,Loyal Customers,0
1254,14035.0,29,66,1428.02,4,4,4,444,Loyal Customers,0
1255,14036.0,285,38,626.65,1,3,3,133,At Risk,2
1256,14037.0,176,28,147.20000000000002,2,2,1,221,New Customers,3
1257,14038.0,78,93,1554.48,2,4,4,244,Loyal Customers,0
1258,14039.0,33,6,152.2,3,1,1,311,Loyal Customers,0
1259,14040.0,41,235,3487.59,3,5,5,355,Loyal Customers,0
1260,14041.0,266,21,141.41,1,2,1,121,At Risk,2
1261,14044.0,27,206,646.42,4,5,3,453,Loyal Customers,0
1262,14045.0,109,6,1659.75,2,1,4,214,New Customers,3
1263,14046.0,284,14,154.99,1,1,1,111,At Risk,2
1264,14047.0,9,34,1290.01,5,3,4,534,Loyal Customers,0
1265,14048.0,277,88,375.13,1,4,2,142,At Risk,2
1266,14049.0,17,495,5536.15,4,5,5,455,Loyal Customers,0
1267,14050.0,32,54,746.36,4,3,3,433,Loyal Customers,0
1268,14051.0,1,215,15477.34,5,5,5,555,Loyal Customers,0
1269,14052.0,20,56,225.36,4,3,1,431,Loyal Customers,0
1270,14053.0,124,4,260.25,2,1,2,212,New Customers,3
1271,14054.0,65,6,92.46,3,1,1,311,Loyal Customers,0
1272,14055.0,106,10,725.6400000000001,2,1,3,213,New Customers,3
1273,14056.0,1,1110,8062.46,5,5,5,555,Loyal Customers,0
1274,14057.0,24,290,6141.099999999999,4,5,5,455,Loyal Customers,0
1275,14059.0,267,8,183.6,1,1,1,111,At Risk,2
1276,14060.0,5,203,6135.38,5,5,5,555,Loyal Customers,0
1277,14062.0,10,111,10464.85,5,4,5,545,Loyal Customers,0
1278,14064.0,29,79,1168.92,4,4,4,444,Loyal Customers,0
1279,14066.0,267,7,152.55,1,1,1,111,At Risk,2
1280,14067.0,64,52,374.7,3,3,2,332,Loyal Customers,0
1281,14068.0,320,24,265.85,1,2,2,122,At Risk,2
1282,14071.0,4,332,1306.16,5,5,4,554,Loyal Customers,0
1283,14073.0,21,14,139.54,4,1,1,411,Loyal Customers,0
1284,14075.0,5,43,942.26,5,3,4,534,Loyal Customers,0
1285,14076.0,129,44,118.67,2,3,1,231,New Customers,3
1286,14077.0,41,42,499.41999999999996,3,3,3,333,Loyal Customers,0
1287,14078.0,102,65,1049.37,2,4,4,244,New Customers,3
1288,14079.0,125,12,375.1,2,1,2,212,New Customers,3
1289,14080.0,33,4,45.599999999999994,3,1,1,311,Loyal Customers,0
